# Source: Wesley C. Mitchell, "A History of the Greenbacks" (1903)
# Appendix A, Table 2: "Daily highest and lowest value in gold of $100 in currency"
# Pages 425-428. Values in gold dollars per $100 paper currency.
# Lower values = greater depreciation of greenbacks relative to gold.
year,month,day,highest,lowest
1864,12,27,46.30,45.42
1864,12,28,46.30,45.42
1864,12,29,46.30,45.57
1864,12,30,46.30,45.88
1864,12,31,46.30,43.88
1865,1,2,49.38,48.63
1865,1,3,49.08,48.54
1865,1,4,48.29,47.67
1865,1,5,47.95,46.62
1865,1,6,44.05,43.84
1865,1,7,44.44,43.05
1865,1,8,44.17,46.62
1865,1,10,44.44,44.05
1865,1,11,44.41,43.05
1865,1,12,44.44,43.05
1865,1,13,44.65,44.05
1865,1,14,44.85,44.65
1865,1,16,47.75,48.31
1865,1,17,47.25,47.56
1865,1,18,46.52,46.88
1865,1,19,46.16,46.48
1865,1,20,49.85,46.54
1865,1,21,49.92,50.06
1865,1,22,50.54,49.35
1865,1,23,50.58,49.94
1865,1,24,50.49,50.03
1865,1,25,50.54,50.03
1865,1,26,47.29,46.57
1865,1,27,47.30,46.57
1865,1,28,47.30,46.52
1865,1,29,49.50,50.37
1865,1,31,49.50,47.27
1865,2,1,49.38,48.63
1865,2,2,49.08,48.54
1865,2,3,47.47,47.68
1865,2,4,47.95,46.62
1865,2,6,47.17,46.62
1865,2,7,50.54,50.62
1865,2,8,50.25,50.00
1865,2,9,49.85,50.62
1865,2,10,50.12,49.75
1865,2,11,50.54,50.62
1865,2,13,51.50,50.62
1865,2,14,51.06,50.62
1865,2,15,50.70,50.62
1865,2,16,50.12,49.75
1865,2,17,50.54,50.03
1865,2,18,48.65,48.54
1865,2,20,48.65,48.54
1865,2,21,48.65,48.54
1865,2,22,48.85,48.54
1865,2,23,48.85,48.08
1865,2,24,48.15,48.54
1865,2,25,48.65,48.54
1865,2,27,48.15,48.08
1865,2,28,48.15,48.08
1865,3,1,50.12,49.75
1865,3,2,50.12,49.55
1865,3,3,50.39,50.53
1865,3,4,50.25,50.00
1865,3,6,51.50,50.62
1865,3,7,51.09,50.62
1865,3,8,53.52,52.08
1865,3,9,53.29,52.08
1865,3,10,53.52,52.08
1865,3,11,53.86,52.71
1865,3,13,52.30,50.56
1865,3,14,52.30,50.56
1865,3,15,52.49,50.17
1865,3,16,52.09,50.17
1865,3,17,52.30,50.56
1865,3,18,52.30,50.56
1865,3,20,53.04,51.31
1865,3,21,53.04,51.31
1865,3,22,55.64,53.62
1865,3,23,55.64,53.62
1865,3,24,56.64,53.62
1865,3,25,56.64,53.62
1865,3,27,56.04,53.38
1865,3,28,56.04,53.31
1865,3,29,56.04,53.31
1865,3,30,56.04,53.31
1865,3,31,68.18,68.25
1865,4,1,66.22,65.79
1865,4,3,66.25,65.35
1865,4,4,64.09,65.25
1865,4,5,68.72,67.67
1865,4,6,67.01,66.83
1865,4,7,67.64,66.34
1865,4,8,67.34,66.34
1865,4,10,68.33,68.09
1865,4,11,68.33,68.09
1865,4,12,68.18,68.25
1865,4,13,68.48,68.26
1865,4,15,70.11,68.94
1865,4,17,70.50,71.10
1865,4,18,70.80,71.06
1865,4,19,70.85,71.10
1865,4,20,71.06,71.06
1865,4,21,70.90,71.10
1865,4,22,72.85,72.14
1865,4,24,72.85,72.42
1865,4,25,71.80,71.42
1865,4,26,72.52,71.42
1865,4,27,72.85,72.14
1865,4,28,72.85,72.14
1865,4,29,72.85,72.14
1865,5,1,70.11,68.94
1865,5,2,70.56,70.19
1865,5,3,70.48,69.65
1865,5,4,70.48,69.65
1865,5,5,70.48,69.65
1865,5,6,73.06,73.05
1865,5,8,70.56,70.19
1865,5,9,73.34,73.50
1865,5,10,73.34,73.50
1865,5,11,73.34,73.59
1865,5,12,73.06,73.05
1865,5,13,73.34,73.59
1865,5,15,73.06,73.05
1865,5,16,73.34,73.50
1865,5,17,73.06,73.05
1865,5,18,73.06,73.06
1865,5,19,73.34,73.50
1865,5,20,73.34,73.59
1865,5,22,73.06,73.05
1865,5,23,73.06,73.05
1865,5,24,73.06,73.05
1865,5,25,73.06,73.05
1865,5,26,73.34,72.33
1865,5,27,73.34,72.33
1865,6,1,72.94,72.92
1865,6,2,72.94,72.92
1865,6,3,71.80,71.42
1865,6,5,71.80,71.42
1865,6,6,71.80,71.42
1865,6,7,71.80,71.42
1865,6,8,71.80,71.42
1865,6,9,72.85,72.14
1865,6,10,72.52,71.42
1865,6,12,72.85,72.14
1865,6,13,72.85,72.14
1865,6,14,73.80,73.13
1865,6,15,73.80,73.13
1865,6,16,73.80,73.13
1865,6,17,73.80,73.13
1865,6,19,73.80,73.13
1865,6,20,72.85,72.14
1865,6,21,72.85,72.14
1865,6,22,71.80,71.42
1865,6,23,71.80,71.42
1865,6,24,71.45,71.42
1865,6,26,71.45,70.61
1865,6,27,71.80,71.42
1865,6,28,71.45,71.31
1865,6,29,71.45,71.81
1865,6,30,71.45,71.98
1865,7,1,71.75,70.92
1865,7,2,72.14,71.17
1865,7,3,71.14,71.11
1865,7,5,71.56,71.36
1865,7,6,71.94,71.08
1865,7,7,71.56,71.36
1865,7,8,71.88,71.30
1865,7,10,71.88,71.39
1865,7,11,71.56,71.30
1865,7,12,71.88,70.42
1865,7,13,70.65,70.42
1865,7,14,70.65,70.42
1865,7,15,70.05,69.81
1865,7,17,70.05,69.81
1865,7,18,70.05,69.81
1865,7,19,70.14,69.03
1865,7,20,70.30,69.99
1865,7,21,70.65,70.42
1865,7,22,70.65,70.42
1865,7,24,70.65,70.42
1865,7,25,70.30,69.99
1865,7,26,70.14,69.03
1865,7,27,69.97,69.28
1865,7,28,69.28,68.97
1865,7,29,69.28,68.97
1865,7,31,69.87,67.28
1865,8,1,69.20,68.64
1865,8,2,69.20,68.71
1865,8,3,69.50,69.28
1865,8,4,69.28,69.12
1865,8,5,69.20,68.64
1865,8,7,69.30,69.03
1865,8,8,69.30,69.06
1865,8,9,69.38,69.08
1865,8,10,69.28,69.08
1865,8,11,69.30,69.03
1865,8,12,69.12,69.03
1865,8,14,69.28,69.03
1865,8,15,69.28,69.08
1865,8,16,69.41,69.07
1865,8,17,69.41,69.03
1865,8,18,69.41,69.07
1865,8,19,69.41,69.07
1865,8,21,69.28,69.08
1865,8,22,69.28,69.08
1865,8,23,69.28,69.08
1865,8,24,69.38,69.14
1865,8,25,69.50,69.38
1865,8,26,69.50,69.35
1865,8,28,69.50,69.38
1865,8,29,69.50,69.38
1865,8,30,69.50,69.28
1865,8,31,69.29,68.97
1865,9,1,69.21,68.05
1865,9,2,69.50,69.14
1865,9,4,69.50,69.28
1865,9,5,69.50,69.24
1865,9,6,69.50,69.28
1865,9,7,69.30,69.06
1865,9,8,69.30,69.06
1865,9,9,69.33,69.06
1865,9,11,69.50,69.08
1865,9,12,69.50,69.08
1865,9,13,69.50,69.28
1865,9,14,69.50,69.28
1865,9,15,69.14,69.03
1865,9,16,69.14,69.03
1865,9,18,68.57,68.72
1865,9,19,68.57,68.73
1865,9,20,68.57,68.38
1865,9,21,68.57,68.38
1865,9,22,69.14,69.03
1865,9,23,68.57,68.38
1865,9,25,68.08,68.05
1865,9,26,68.45,68.05
1865,9,27,68.45,68.05
1865,9,28,68.08,68.05
1865,9,29,68.45,68.05
1865,9,30,68.08,68.05
1865,10,2,68.39,68.22
1865,10,3,68.39,68.14
1865,10,4,68.18,68.14
1865,10,5,68.45,68.14
1865,10,6,68.45,68.09
1865,10,7,68.18,68.14
1865,10,9,68.45,68.32
1865,10,10,68.45,68.32
1865,10,11,68.45,68.38
1865,10,12,68.45,68.38
1865,10,13,68.57,68.38
1865,10,14,68.57,68.38
1865,10,16,68.57,68.38
1865,10,17,68.16,67.91
1865,10,18,68.16,67.91
1865,10,19,68.45,67.91
1865,10,20,68.57,67.91
1865,10,21,68.57,67.91
1865,10,23,68.45,67.65
1865,10,24,68.45,67.65
1865,10,25,68.57,67.74
1865,10,26,68.57,67.74
1865,10,27,68.57,67.74
1865,10,28,68.62,68.62
1865,10,30,68.57,68.28
1865,10,31,68.57,68.28
1865,11,1,68.73,68.31
1865,11,2,68.73,68.31
1865,11,3,68.18,68.14
1865,11,4,68.18,67.91
1865,11,6,68.45,67.91
1865,11,7,67.92,67.34
1865,11,8,67.92,67.34
1865,11,9,68.16,67.91
1865,11,10,68.16,67.91
1865,11,11,68.16,67.91
1865,11,13,68.08,68.05
1865,11,14,68.08,68.05
1865,11,15,68.08,68.05
1865,11,16,68.08,68.05
1865,11,17,68.08,68.05
1865,11,18,68.16,67.91
1865,11,20,68.45,67.91
1865,11,21,68.16,67.91
1865,11,22,68.16,67.91
1865,11,23,68.16,67.91
1865,11,24,68.16,67.91
1865,11,25,68.16,67.91
1865,11,27,68.08,67.71
1865,11,28,68.16,67.91
1865,11,29,68.45,67.91
1865,11,30,68.16,67.91
1865,12,1,67.62,67.34
1865,12,2,67.62,67.34
1865,12,4,68.45,68.29
1865,12,5,68.45,68.29
1865,12,6,68.45,68.29
1865,12,7,68.45,68.29
1865,12,8,68.45,68.14
1865,12,9,67.45,67.45
1865,12,11,67.45,67.34
1865,12,12,67.62,67.34
1865,12,13,67.45,67.34
1865,12,14,67.45,67.34
1865,12,15,67.45,67.34
1865,12,16,67.45,67.34
1865,12,18,67.45,67.34
1865,12,19,67.45,67.28
1865,12,20,67.11,67.28
1865,12,21,67.45,67.28
1865,12,22,67.62,67.28
1865,12,23,67.45,67.28
1865,12,26,67.45,67.28
1865,12,27,67.45,67.28
1865,12,28,67.45,67.28
1865,12,29,67.90,67.28
1865,12,30,67.90,67.28
